"kegg_id","GeneName","GeneID"
"ecs:ECs_3749","selenium-dependent hydroxylase accessory protein","ECs_3749"
"ecs:ECs_4037","acetyltransferase","ECs_4037"
"ecs:ECs_5154","nitric oxide-sensitive repressor for NO regulon","ECs_5154"
"ecs:ECs_2313","GlpM family inner membrane protein","ECs_2313"
"ecs:ECs_3074","drug efflux system","ECs_3074"
"ecs:ECs_1336","hypothetical protein","ECs_1336"
"ecs:ECs_5119","C4-dicarboxylate antiporter","ECs_5119"
"ecs:ECs_5779","toxic peptide regulated by antisense sRNA symR","ECs_5779"
"ecs:ECs_0491","ATP-dependent Clp protease proteolytic subunit","ECs_0491"
"ecs:ECs_2857","GDP-L-fucose synthetase","ECs_2857"
"ecs:ECs_1298","inner membrane protein","ECs_1298"
"ecs:ECs_1913","hypothetical protein","ECs_1913"
"ecs:ECs_0906","pseudogene","ECs_0906"
"ecs:ECs_5721","hypothetical protein","ECs_5721"
"ecs:ECs_1412","redox enzyme maturation protein","ECs_1412"
"ecs:ECs_2361","ribonuclease T","ECs_2361"
"ecs:ECs_3087","cytochrome c biogenesis protein","ECs_3087"
"ecs:ECs_3715","type III secretion apparatus protein OrgA/MxiK","ECs_3715"
"ecs:ECs_4908","50S ribosomal subunit protein L10","ECs_4908"
"ecs:ECs_0351","hypothetical protein","ECs_0351"
"ecs:ECs_3208","FAD-dependent oxidoreductase","ECs_3208"
"ecs:ECs_4169","50S ribosomal subunit protein L18","ECs_4169"
"ecs:pO157p27","KfrAs","pO157p27"
"ecs:ECs_0898","hypothetical protein","ECs_0898"
"ecs:ECs_2072","nitrate/nitrite transporter","ECs_2072"
"ecs:ECs_5028","hypothetical protein","ECs_5028"
"ecs:ECs_4011","N-acetylgalactosamine-specific enzyme IIB component of PTS","ECs_4011"
"ecs:ECs_0508","6-O-methylguanine DNA methyltransferase","ECs_0508"
"ecs:ECs_3211","TauE/TSUP family inner membrane protein","ECs_3211"
"ecs:ECs_4062","GTPase involved in cell partitioning and DNA repair","ECs_4062"
"ecs:ECs_0265","xanthine phosphoribosyltransferase","ECs_0265"
"ecs:ECs_3387","3-mercaptopyruvate sulfurtransferase","ECs_3387"
"ecs:ECs_1025","fimbrial-like adhesin protein","ECs_1025"
"ecs:ECs_5747","pseudogene","ECs_5747"
"ecs:ECs_4804","6-deoxy-6-sulfofructose-1-phosphate aldolase","ECs_4804"
"ecs:ECs_5723","pseudogene","ECs_5723"
"ecs:ECs_2174","phage major capsid protein","ECs_2174"
"ecs:ECs_3210","elongation factor","ECs_3210"
"ecs:ECs_5197","methionine sulfoxide reductase A","ECs_5197"
"ecs:ECs_3710","hypothetical protein","ECs_3710"
"ecs:ECs_3474","cytochrome c assembly protein family inner membrane protein","ECs_3474"
"ecs:ECs_3517","hypothetical protein","ECs_3517"
"ecs:ECs_3869","transposase","ECs_3869"
"ecs:ECs_0533","UDP-sugar hydrolase","ECs_0533"
"ecs:ECs_0608","copper-sensing histidine kinase in two-component regulatory system with CusR","ECs_0608"
"ecs:ECs_3973","altronate hydrolase","ECs_3973"
"ecs:ECs_0493","lon protease","ECs_0493"
"ecs:ECs_3383","anaerobic dimethyl sulfoxide reductase chain B","ECs_3383"
"ecs:ECs_3768","toxin of CptAB toxin-antitoxin pair","ECs_3768"
"ecs:ECs_4482","dual role activator/repressor for lldPRD operon","ECs_4482"
"ecs:ECs_3610","CRISPR-associated protein Cas6/Cse3/CasE","ECs_3610"
"ecs:ECs_4917","phosphomethylpyrimidine synthase","ECs_4917"
"ecs:ECs_3396","cysteine desulfurase","ECs_3396"
"ecs:ECs_2936","two-component regulatory system response regulator YehT","ECs_2936"
"ecs:ECs_0925","drug efflux MFS transporter inner membrane protein","ECs_0925"
"ecs:ECp023","hypothetical protein","ECp023"
"ecs:ECs_1310","pseudogene","ECs_1310"
"ecs:ECs_0973","thioredoxin reductase","ECs_0973"
"ecs:ECs_1885","thiosulfate:cyanide sulfurtransferase","ECs_1885"
"ecs:ECs_4474","inner membrane protein","ECs_4474"
"ecs:ECs_2880","ser/thr phosphatase-related protein","ECs_2880"
"ecs:ECs_0587","peptidyl-prolyl cis-trans isomerase B","ECs_0587"
"ecs:ECs_4796","MFS transporter","ECs_4796"
"ecs:ECs_1435","cytochrome b561","ECs_1435"
"ecs:ECs_4937","homocysteine-N5-methyltetrahydrofolate transmethylase","ECs_4937"
"ecs:ECs_2424","50S ribosomal subunit protein L35","ECs_2424"
"ecs:ECs_1043","CRP-S-dependent promoter expression factor","ECs_1043"
"ecs:ECs_3416","transcriptional regulator","ECs_3416"
"ecs:ECs_5718","toxic polypeptide","ECs_5718"
"ecs:ECs_2781","pseudogene","ECs_2781"
"ecs:ECs_3135","L-rhamnonate dehydratase","ECs_3135"
"ecs:ECs_3595","RNA polymerase sigma S factor RpoS","ECs_3595"
"ecs:ECs_4360","membrane fusion protein of efflux pump","ECs_4360"
"ecs:ECs_3708","SycD-like chaperone family TPR-repeat-containing protein","ECs_3708"
"ecs:ECs_4335","hypothetical protein","ECs_4335"
"ecs:ECs_3313","ethanolamine utilization protein EutA","ECs_3313"
"ecs:ECs_1091","transcriptional regulator PchA","ECs_1091"
"ecs:ECs_3872","pseudogene","ECs_3872"
"ecs:ECs_1744","oligopeptide ABC transporter permease","ECs_1744"
"ecs:ECs_4285","gluconate transporter","ECs_4285"
"ecs:ECs_5015","pseudogene","ECs_5015"
"ecs:ECs_4726","TDP-Fuc4NAc:lipidIIFuc4NAc transferase","ECs_4726"
"ecs:ECs_4305","leucine transporter subunit","ECs_4305"
"ecs:ECs_5039","hypothetical protein","ECs_5039"
"ecs:ECs_0800","acyl-CoA thioesterase","ECs_0800"
"ecs:ECs_1011","aspartate aminotransferase","ECs_1011"
"ecs:ECs_2078","formate dehydrogenase subunit alpha","ECs_2078"
"ecs:ECs_5228","transcriptional repressor","ECs_5228"
"ecs:ECs_1928","tRNA s(2)C32 thioltransferase","ECs_1928"
"ecs:ECs_2537","KDG regulon transcriptional repressor","ECs_2537"
"ecs:ECs_R0078","tRNA-Arg","ECs_R0078"
"ecs:ECs_1053","mnm(5)-s(2)U34-tRNA 2-thiolation sulfurtransferase","ECs_1053"
"ecs:ECs_0650","ribonuclease I","ECs_0650"
"ecs:ECs_2040","hypothetical protein","ECs_2040"
"ecs:ECs_1676","hypothetical protein","ECs_1676"
"ecs:ECs_0255","pseudogene","ECs_0255"
"ecs:ECs_5083","ribophosphonate triphosphate synthase subunit","ECs_5083"
"ecs:ECs_1036","lipoprotein","ECs_1036"
"ecs:ECs_3817","inner membrane protein","ECs_3817"
"ecs:ECs_3475","inner membrane protein","ECs_3475"
"ecs:ECs_3322","ethanolamine utilization protein EutQ","ECs_3322"
"ecs:ECs_2889","peptidase","ECs_2889"
"ecs:ECs_4124","regulatory protein CsrD","ECs_4124"
"ecs:ECs_1642","phage minor tail protein","ECs_1642"
"ecs:ECs_1348","hypothetical protein","ECs_1348"
"ecs:ECs_1997","universal stress protein UspF","ECs_1997"
"ecs:pO157p15","hypothetical protein","pO157p15"
"ecs:ECs_1707","pseudogene","ECs_1707"
"ecs:ECs_1132","hydrogenase-1 operon protein HyaE","ECs_1132"
"ecs:ECs_0336","invasin","ECs_0336"
"ecs:ECs_3677","exonuclease V beta subunit RecB","ECs_3677"
"ecs:ECs_2038","transcriptional regulator","ECs_2038"
"ecs:ECs_4473","membrane fusion protein component of efflux pump","ECs_4473"
"ecs:ECs_0304","hypothetical protein","ECs_0304"
"ecs:ECs_1209","IS629 transposase OrfA","ECs_1209"
"ecs:ECs_4909","50S ribosomal subunit protein L7/L12","ECs_4909"
"ecs:ECs_2328","transcriptional repressor","ECs_2328"
"ecs:ECs_0500","thiamine pyrimidine pyrophosphate hydrolase","ECs_0500"
"ecs:ECs_0737","allophanate hydrolase","ECs_0737"
"ecs:ECs_3490","transposase","ECs_3490"
"ecs:ECs_4936","transcriptional repressor","ECs_4936"
"ecs:ECs_4352","phosphotransferase system enzyme IIC","ECs_4352"
"ecs:ECs_1346","hypothetical protein","ECs_1346"
"ecs:ECs_5171","L-ascorbate-specific enzyme IIA component of PTS","ECs_5171"
"ecs:ECs_4545","ISEc8 transposase","ECs_4545"
"ecs:ECs_2437","cell division modulator","ECs_2437"
"ecs:ECs_0864","membrane protein","ECs_0864"
"ecs:ECs_4059","RNA binding protein associated with pre-50S ribosomal subunits","ECs_4059"
"ecs:ECs_5198","outer membrane protein","ECs_5198"
"ecs:ECs_4296","sn-glycerol-3-phosphate ABC transporter ATPase","ECs_4296"
"ecs:ECs_4158","hypothetical protein","ECs_4158"
"ecs:ECs_1482","hypothetical protein","ECs_1482"
"ecs:ECs_2267","phage late gene regulator Q","ECs_2267"
"ecs:ECs_3192","histidine ABC transporter permease","ECs_3192"
"ecs:ECs_0604","hypothetical protein","ECs_0604"
"ecs:ECs_3982","hypothetical protein","ECs_3982"
"ecs:ECs_4019","pseudogene","ECs_4019"
"ecs:ECs_2355","Cu-Zn family superoxide dismutase","ECs_2355"
"ecs:ECs_3142","undecaprenyl phosphate-L-Ara4FN transferase","ECs_3142"
"ecs:ECs_4875","fructose-6-phosphate aldolase 2","ECs_4875"
"ecs:ECs_2330","PLP-dependent beta-cystathionase and maltose regulon regulator","ECs_2330"
"ecs:ECs_0276","phage regulatory protein CII","ECs_0276"
"ecs:ECs_4657","pseudogene","ECs_4657"
"ecs:ECs_4171","30S ribosomal subunit protein S8","ECs_4171"
"ecs:ECs_5278","minor component of type 1 fimbriae","ECs_5278"
"ecs:ECs_0025","T3SS effector-like protein EspX","ECs_0025"
"ecs:ECs_0523","DNA polymerase III/DNA elongation factor III tau and gamma subunits DnaX","ECs_0523"
"ecs:ECs_1522","hypothetical protein","ECs_1522"
"ecs:ECs_2445","osmotically-inducible lipoprotein","ECs_2445"
"ecs:ECs_4780","molybdopterin-guanine dinucleotide synthase","ECs_4780"
"ecs:ECs_3028","glutathione-S-transferase","ECs_3028"
"ecs:ECs_2702","pseudogene","ECs_2702"
"ecs:ECs_2646","phage tail protein","ECs_2646"
"ecs:ECs_0552","protease","ECs_0552"
"ecs:ECs_0159","H(+)/Cl(-) exchange transporter","ECs_0159"
"ecs:ECs_4046","30S ribosomal subunit protein S15","ECs_4046"
"ecs:ECs_3730","type III secretion apparatus protein EivC","ECs_3730"
"ecs:ECs_1927","ATP-dependent RNA helicase","ECs_1927"
"ecs:ECs_1226","hypothetical protein","ECs_1226"
"ecs:ECs_3602","cell division protein FtsB","ECs_3602"
"ecs:ECs_3377","1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase","ECs_3377"
"ecs:ECs_3519","hypothetical protein","ECs_3519"
"ecs:ECs_4208","cAMP-activated global transcription factor","ECs_4208"
"ecs:ECs_2748","hypothetical protein","ECs_2748"
"ecs:ECs_2648","hypothetical protein","ECs_2648"
"ecs:ECs_1037","ribosome modulation factor","ECs_1037"
"ecs:ECs_3439","RNA polymerase sigma E factor","ECs_3439"
"ecs:ECs_1869","antimicrobial peptide transport ABC transporter permease","ECs_1869"
"ecs:ECs_3814","biosynthetic arginine decarboxylase","ECs_3814"
"ecs:ECs_0742","periplasmic pilin chaperone","ECs_0742"
"ecs:ECs_4007","antitoxin of the SohA(PrlF)-YhaV toxin-antitoxin system","ECs_4007"
"ecs:ECs_3123","hypothetical protein","ECs_3123"
"ecs:ECs_1640","phage major tail protein","ECs_1640"
"ecs:ECs_4122","cell wall structural complex MreBCD transmembrane component MreC","ECs_4122"
"ecs:ECs_4181","30S ribosomal subunit protein S19","ECs_4181"
"ecs:ECs_0373","metallo-dependent hydrolase domain deaminase","ECs_0373"
"ecs:ECs_2639","phage tail assembly protein","ECs_2639"
"ecs:ECs_3347","hydrogenase 4 membrane subunit","ECs_3347"
"ecs:ECs_3182","inner membrane transporter","ECs_3182"
"ecs:ECs_5759","cell killing protein","ECs_5759"
"ecs:ECs_1670","septum site-determining protein MinC","ECs_1670"
"ecs:ECs_0510","membrane-anchored cyclic-di-GMP phosphodiesterase","ECs_0510"
"ecs:ECs_3422","two-component system sensor histidine kinase GlrK","ECs_3422"
"ecs:ECs_2386","sulfur acceptor protein","ECs_2386"
"ecs:ECs_4772","NAD(P)H-flavin reductase","ECs_4772"
"ecs:ECs_5414","regulatory protein","ECs_5414"
"ecs:ECs_0496","competence-suppressing periplasmic helix-hairpin-helix DNA-binding protein","ECs_0496"
"ecs:ECs_1499","spermidine/putrescine ABC transporter periplasmic binding protein","ECs_1499"
"ecs:ECs_4815","CopG family transcriptional regulator","ECs_4815"
"ecs:ECs_3130","2-keto-3-deoxy-L-rhamnonate aldolase","ECs_3130"
"ecs:ECs_3454","alpha-ketoglutarate transporter","ECs_3454"
"ecs:ECs_4456","hydrogenase 4Fe-4S ferredoxin-type component","ECs_4456"
"ecs:ECs_1124","hypothetical protein","ECs_1124"
"ecs:ECs_5059","proton glutamate symport protein","ECs_5059"
"ecs:ECs_3540","glycine betaine/proline ABC transporter periplasmic binding protein","ECs_3540"
"ecs:ECs_2461","ABC transporter permease","ECs_2461"
"ecs:ECs_4514","phosphopantothenoylcysteine decarboxylase","ECs_4514"
"ecs:ECs_0834","phage major tail protein","ECs_0834"
"ecs:ECs_0869","inner membrane protein","ECs_0869"
"ecs:ECs_2480","methylglyoxal reductase","ECs_2480"
"ecs:ECs_1045","inner membrane protein","ECs_1045"
"ecs:ECs_3751","Fe-S subunit oxidoreductase subunit","ECs_3751"
"ecs:ECs_4215","transporter","ECs_4215"
"ecs:ECs_4716","transcription termination factor Rho","ECs_4716"
"ecs:ECs_0160","iron-sulfur cluster insertion protein","ECs_0160"
"ecs:ECs_4891","pyridine nucleotide transhydrogenase","ECs_4891"
"ecs:ECs_0162","vitamin B12 ABC transporter periplasmic binding protein","ECs_0162"
"ecs:ECs_2369","arabinose efflux transporter","ECs_2369"
"ecs:ECs_3687","RNA pyrophosphohydrolase","ECs_3687"
"ecs:pO157p41","hypothetical protein","pO157p41"
"ecs:ECs_3137","inactive PncC family protein","ECs_3137"
"ecs:ECs_4523","guanylate kinase","ECs_4523"
"ecs:ECs_4465","hypothetical protein","ECs_4465"
"ecs:ECs_0082","acetolactate synthase 3 small subunit","ECs_0082"
"ecs:ECs_2356","pseudogene","ECs_2356"
"ecs:ECs_2870","transcriptional regulator","ECs_2870"
"ecs:ECs_0974","leucine-responsive global transcriptional regulator","ECs_0974"
"ecs:ECs_4382","ABC transporter substrate-binding protein","ECs_4382"
"ecs:ECs_1607","23S rRNA pseudouridine synthase","ECs_1607"
"ecs:ECs_4415","hypothetical protein","ECs_4415"
"ecs:ECs_2279","phage repressor protein CI","ECs_2279"
"ecs:ECs_0462","plasmid stabilization system protein","ECs_0462"
"ecs:ECs_2294","S- and N-oxide reductase subunit A","ECs_2294"
"ecs:ECs_3242","fructokinase","ECs_3242"
"ecs:ECs_1269","poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase outer membrane export lipoprotein","ECs_1269"
"ecs:ECs_4174","50S ribosomal subunit protein L24","ECs_4174"
"ecs:ECs_0141","fimbrial protein","ECs_0141"
"ecs:ECs_0149","transcriptional regulator","ECs_0149"
"ecs:ECs_0217","hypothetical protein","ECs_0217"
"ecs:ECs_5775","toxin of GhoTS toxin-antitoxin pair","ECs_5775"
"ecs:ECs_0075","3-isopropylmalate dehydratase small subunit","ECs_0075"
"ecs:ECs_1518","hypothetical protein","ECs_1518"
"ecs:ECs_1767","phage regulatory protein","ECs_1767"
"ecs:ECs_0249","D-sedoheptulose 7-phosphate isomerase","ECs_0249"
"ecs:ECs_2477","transposase","ECs_2477"
"ecs:ECs_2778","shikimate transporter","ECs_2778"
"ecs:ECs_3876","hydrogenase nickel incorporation protein","ECs_3876"
"ecs:ECs_4914","thiamine biosynthesis ThiGH complex subunit","ECs_4914"
"ecs:ECs_2083","malate dehydrogenase","ECs_2083"
"ecs:ECs_3679","exonuclease V gamma subunit RecC","ECs_3679"
"ecs:ECs_0446","L-arabinose-inducible transporter","ECs_0446"
"ecs:ECs_2655","ABC transporter ATPase","ECs_2655"
"ecs:ECs_3252","transporter","ECs_3252"
"ecs:ECs_4792","glutamine synthetase","ECs_4792"
"ecs:ECs_1916","methylated-DNA--protein-cysteine methyltransferase","ECs_1916"
"ecs:ECs_4801","hypothetical protein","ECs_4801"
"ecs:ECs_2934","lipoprotein","ECs_2934"
"ecs:ECs_1323","urease subunit beta","ECs_1323"
"ecs:ECs_2288","inner membrane protein","ECs_2288"
"ecs:pO157p51","plasmid SOS inhibition protein B","pO157p51"
"ecs:ECs_1833","tryptophan synthase beta chain","ECs_1833"
"ecs:ECs_3868","transposase","ECs_3868"
"ecs:ECs_2482","aldolase","ECs_2482"
"ecs:ECs_2022","glyceraldehyde-3-phosphate dehydrogenase C","ECs_2022"
"ecs:ECs_3388","enhanced serine sensitivity protein SseB","ECs_3388"
"ecs:ECs_0676","alpha-ribazole phosphatase","ECs_0676"
"ecs:ECs_0140","fimbrial protein","ECs_0140"
"ecs:ECs_1341","hypothetical protein","ECs_1341"
"ecs:ECs_0167","hypothetical protein","ECs_0167"
"ecs:ECs_1481","purine nucleoside phosphoramidase dadA activator protein","ECs_1481"
"ecs:ECs_1327","urease accessory protein","ECs_1327"
"ecs:ECs_2697","amino acid exporter for phenylalanine","ECs_2697"
"ecs:ECs_4436","biotin sulfoxide reductase","ECs_4436"
"ecs:ECs_3174","glutamate-pyruvate aminotransferase","ECs_3174"
"ecs:ECs_1734","formyltetrahydrofolate hydrolase","ECs_1734"
"ecs:ECs_4072","ABC-type organic solvent transporter","ECs_4072"
"ecs:ECs_2148","NAD(P)-dependent oxidoreductase","ECs_2148"
"ecs:ECs_1647","phage tail assembly protein","ECs_1647"
"ecs:ECs_0695","apolipoprotein N-acyltransferase","ECs_0695"
"ecs:ECs_2530","inner membrane protein","ECs_2530"
"ecs:ECs_3376","histidyl tRNA synthetase","ECs_3376"
"ecs:ECs_5035","alanine racemase","ECs_5035"
"ecs:ECs_2043","GntR family transcriptional regulator","ECs_2043"
"ecs:ECs_3392","chaperone protein HscA","ECs_3392"
"ecs:ECs_3666","23S rRNA C2498 2'-O-ribose methyltransferase","ECs_3666"
"ecs:ECs_3050","inner membrane protein","ECs_3050"
"ecs:ECs_4013","N-acetylgalactosamine-specific PTS system enzyme IID component","ECs_4013"
"ecs:ECs_3441","tRNA1(Val) (adenine(37)-N6)-methyltransferase","ECs_3441"
"ecs:ECs_3754","hypoxanthine oxidase","ECs_3754"
"ecs:ECs_4204","hydrolase","ECs_4204"
"ecs:ECs_1485","beta N-acetyl-glucosaminidase","ECs_1485"
"ecs:ECs_3705","hypothetical protein","ECs_3705"
"ecs:ECs_R0061","tRNA-Arg","ECs_R0061"
"ecs:ECs_2729","phage major tail protein","ECs_2729"
"ecs:ECs_0182","(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase","ECs_0182"
"ecs:ECs_0408","3-hydroxyphenylpropionic transporter","ECs_0408"
"ecs:ECs_5162","ATP-Grasp family ATPase","ECs_5162"
"ecs:ECs_4309","leucine transporter subunit","ECs_4309"
"ecs:ECs_R0076","tRNA-Asn","ECs_R0076"
"ecs:ECs_2344","glutathione S-transferase","ECs_2344"
"ecs:ECs_0664","amidase","ECs_0664"
"ecs:ECs_1353","tellurium resistance protein TerB","ECs_1353"
"ecs:ECs_2068","nitrate reductase 2 gamma subunit","ECs_2068"
"ecs:ECs_4060","transcript cleavage factor","ECs_4060"
"ecs:ECs_3671","CsdA-binding activator","ECs_3671"
"ecs:ECs_4941","L-sorbose 1-phosphate dehydrogenase","ECs_4941"
"ecs:ECs_0520","primosomal replication protein PriC","ECs_0520"
"ecs:ECs_1902","aromatic amino acid biosynthesis and transport regulon transcriptional regulator","ECs_1902"
"ecs:ECs_3395","iron-sulfur cluster assembly scaffold protein","ECs_3395"
"ecs:ECs_0476","exonuclease VII small subunit","ECs_0476"
"ecs:ECs_3534","transcriptional regulator","ECs_3534"
"ecs:ECs_1892","Zn-dependent NAD(P)-binding oxidoreductase","ECs_1892"
"ecs:ECs_1428","outer membrane integrity lipoprotein","ECs_1428"
"ecs:ECs_4244","inner membrane protein","ECs_4244"
"ecs:ECs_1718","hypothetical protein","ECs_1718"
"ecs:ECs_1633","phage prohead protease","ECs_1633"
"ecs:ECs_1677","hemolysin E","ECs_1677"
"ecs:ECs_2198","regulatory protein MokC for HokC","ECs_2198"
"ecs:ECs_1227","hypothetical protein","ECs_1227"
"ecs:ECs_3122","transcriptional regulator","ECs_3122"
"ecs:ECs_0151","2'-5' RNA ligase","ECs_0151"
"ecs:ECs_1276","chaperone protein","ECs_1276"
"ecs:ECs_1835","anthranilate synthase component II","ECs_1835"
"ecs:ECs_4101","ClpXP protease specificity enhancing factor","ECs_4101"
"ecs:ECs_0763","glutamate mutase L","ECs_0763"
"ecs:ECs_2013","phosphatase inner membrane protein","ECs_2013"
"ecs:ECs_1622","phage endolysin","ECs_1622"
"ecs:ECs_1289","3-oxoacyl-[acyl-carrier-protein] synthase synthase","ECs_1289"
"ecs:ECs_1493","inner membrane protein","ECs_1493"
"ecs:ECs_0406","acetaldehyde-CoA dehydrogenase II","ECs_0406"
"ecs:ECs_2345","pyridoxamine kinase","ECs_2345"
"ecs:ECs_3243","sucrose-6-phosphate hydrolase","ECs_3243"
"ecs:ECs_3721","T3SS component EprS","ECs_3721"
"ecs:ECs_4315","hypothetical protein","ECs_4315"
"ecs:ECs_5109","hypothetical protein","ECs_5109"
"ecs:ECs_1711","C4-dicarboxylic acid transporter","ECs_1711"
"ecs:ECs_0497","long-chain acyl-CoA thioesterase III","ECs_0497"
"ecs:ECs_4520","DNA-damage-inducible protein DinD","ECs_4520"
"ecs:ECs_2750","phage late gene regulator Q","ECs_2750"
"ecs:ECs_4867","transcriptional repressor","ECs_4867"
"ecs:ECs_4075","calcium/sodium:proton antiporter","ECs_4075"
"ecs:ECs_4239","adenosine nucleotide hydrolase","ECs_4239"
"ecs:ECs_0711","pseudogene","ECs_0711"
"ecs:ECs_1486","hypothetical protein","ECs_1486"
"ecs:ECs_3177","sugar phosphatase","ECs_3177"
"ecs:ECs_4069","acid stress protein","ECs_4069"
"ecs:ECs_4616","inner membrane protein","ECs_4616"
"ecs:ECs_3805","MtlR family transcriptional repressor","ECs_3805"
"ecs:ECs_5439","lipoprotein","ECs_5439"
"ecs:ECs_2544","hypothetical protein","ECs_2544"
"ecs:ECs_0926","transcriptional regulator","ECs_0926"
"ecs:ECs_3901","cell division protein FtsP","ECs_3901"
"ecs:ECs_4572","T3SS component","ECs_4572"
"ecs:ECs_1634","phage head-DNA stabilization protein","ECs_1634"
"ecs:ECs_5020","maltose regulon periplasmic protein","ECs_5020"
"ecs:ECs_4745","hypothetical protein","ECs_4745"
"ecs:ECs_1657","phage tail fiber assembly protein","ECs_1657"
"ecs:pO157p78","EspP","pO157p78"
"ecs:ECs_1195","recombination protein","ECs_1195"
"ecs:ECs_2495","diguanylate cyclase","ECs_2495"
"ecs:ECs_4932","malate synthase A","ECs_4932"
"ecs:ECs_2050","hypothetical protein","ECs_2050"
"ecs:ECs_2147","dipeptidyl carboxypeptidase II","ECs_2147"
