"kegg_id","GeneName","GeneID"
"ecs:ECs_1303","hypothetical protein","ECs_1303"
"ecs:ECs_4704","branched-chain amino acid aminotransferase","ECs_4704"
"ecs:ECs_4501","lipopolysaccharide 1,2-N-acetylglucosamine transferase WaaD","ECs_4501"
"ecs:ECs_4279","inner membrane protein","ECs_4279"
"ecs:ECs_3273","diguanylate cyclase","ECs_3273"
"ecs:ECs_1141","O-antigen capsule production periplasmic protein","ECs_1141"
"ecs:ECs_1111","phage major tail protein","ECs_1111"
"ecs:ECs_4211","aminodeoxychorismate synthase subunit II","ECs_4211"
"ecs:ECs_2560","ketohydroxyglutarate aldolase","ECs_2560"
"ecs:ECs_2280","hypothetical protein","ECs_2280"
"ecs:ECs_5161","hypothetical protein","ECs_5161"
"ecs:ECs_3478","recombination and repair protein RecN","ECs_3478"
"ecs:ECs_1159","hypothetical protein","ECs_1159"
"ecs:ECs_0092","UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase","ECs_0092"
"ecs:ECs_1879","4-aminobutyrate aminotransferase","ECs_1879"
"ecs:ECs_3902","1-acyl-sn-glycerol-3-phosphate acyltransferase","ECs_3902"
"ecs:ECs_3993","reactive intermediate deaminase","ECs_3993"
"ecs:ECs_4014","N-acetyl-galactosamine/galactosamine PTS system enzyme IIA component","ECs_4014"
"ecs:ECs_4646","low affinity tryptophan permease","ECs_4646"
"ecs:ECs_3476","co-chaperone GrpE","ECs_3476"
"ecs:ECs_3892","cystathionine beta-lyase","ECs_3892"
"ecs:ECs_1764","hypothetical protein","ECs_1764"
"ecs:ECs_1911","murein tripeptide (L-ala-gamma-D-glutamyl-meso-DAP) transporter subunit","ECs_1911"
"ecs:ECs_4764","aerobic ubiquinone synthesis protein","ECs_4764"
"ecs:ECs_0883","catecholate siderophore receptor","ECs_0883"
"ecs:ECs_0225","type VI secretion system protein ImpJ","ECs_0225"
"ecs:pO157p74","transposase","pO157p74"
"ecs:ECs_3759","oxidoreductase","ECs_3759"
"ecs:pO157p20","hemolysin D","pO157p20"
"ecs:ECs_3899","membrane protein","ECs_3899"
"ecs:ECs_3743","carbamoyltransferase","ECs_3743"
"ecs:ECs_1710","inner membrane protein","ECs_1710"
"ecs:ECs_5207","sugar ABC transporter permease","ECs_5207"
"ecs:ECs_0350","autotransporter","ECs_0350"
"ecs:ECs_2079","formate dehydrogenase subunit beta","ECs_2079"
"ecs:ECs_0836","phage minor tail protein","ECs_0836"
"ecs:ECs_5132","fumarate reductase membrane anchor subunit","ECs_5132"
"ecs:ECs_3190","histidine ABC transporter ATP-binding protein","ECs_3190"
"ecs:ECs_1426","OPG biosynthetic periplasmic beta-1,6 branching glycosyltransferase","ECs_1426"
"ecs:ECs_4242","ribosome-associated heat shock protein Hsp15","ECs_4242"
"ecs:ECs_2621","hypothetical protein","ECs_2621"
"ecs:ECs_2830","6-phosphogluconate dehydrogenase","ECs_2830"
"ecs:ECs_4739","diaminopimelate epimerase","ECs_4739"
"ecs:ECs_1899","LacI family transcriptional repressor","ECs_1899"
"ecs:ECs_4587","T3SS component","ECs_4587"
"ecs:ECs_1321","urease accessory protein","ECs_1321"
"ecs:ECs_1498","deacetylase of acs and cheY chemotaxis regulator","ECs_1498"
"ecs:ECs_1631","phage head-tail joining protein","ECs_1631"
"ecs:ECs_5760","hypothetical protein","ECs_5760"
"ecs:ECs_4721","dTDP-glucose 4,6-dehydratase","ECs_4721"
"ecs:ECs_5270","N-acetylneuraminic acid outer membrane channel protein","ECs_5270"
"ecs:ECs_0835","phage minor tail protein","ECs_0835"
"ecs:ECs_3060","fructose-1-phosphate kinase","ECs_3060"
"ecs:ECs_0051","dihydrofolate reductase","ECs_0051"
"ecs:ECs_5021","T3SS effector-like protein EspX","ECs_5021"
"ecs:ECs_1350","hypothetical protein","ECs_1350"
"ecs:ECs_4840","ferrous iron and zinc transporter","ECs_4840"
"ecs:ECs_3206","arabinose efflux transporter","ECs_3206"
"ecs:ECs_2817","LysR family transcriptional regulator","ECs_2817"
"ecs:ECs_3669","lipoprotein","ECs_3669"
"ecs:ECs_2696","inner membrane protein","ECs_2696"
"ecs:ECs_3969","NAD(P)-dependent dehydrogenase","ECs_3969"
"ecs:ECs_0481","transporter","ECs_0481"
"ecs:ECs_0374","sugar-binding protein","ECs_0374"
"ecs:ECs_1859","ribonuclease II","ECs_1859"
"ecs:ECs_3139","nucleoside triphosphatase","ECs_3139"
"ecs:ECs_4903","translation elongation factor EF-Tu 1","ECs_4903"
"ecs:ECs_4196","tRNA 2-thiouridine synthesizing protein D","ECs_4196"
"ecs:ECs_2057","L-asparagine transporter","ECs_2057"
"ecs:ECs_4235","DNA catabolic protein","ECs_4235"
"ecs:ECs_5319","OPG periplasmic biosynthetic phosphoglycerol transferases I and II","ECs_5319"
"ecs:ECs_R0117","tRNA-Thr","ECs_R0117"
"ecs:ECs_0080","DNA-binding transcriptional activator LeuO","ECs_0080"
"ecs:ECs_3358","ATPase regulatory factor involved in DnaA inactivation","ECs_3358"
"ecs:ECs_4661","phosphate ABC transporter ATPase","ECs_4661"
"ecs:ECs_3259","glutamate-pyruvate aminotransferase","ECs_3259"
"ecs:ECs_0438","shikimate kinase II","ECs_0438"
"ecs:ECs_0455","acyl carrier protein","ECs_0455"
"ecs:ECs_4633","hypothetical protein","ECs_4633"
"ecs:ECs_0253","antitoxin of YafQ-DinJ toxin-antitoxin system","ECs_0253"
"ecs:ECs_2423","50S ribosomal subunit protein L20","ECs_2423"
"ecs:ECs_1185","phage repressor protein CI","ECs_1185"
"ecs:ECs_4727","ECA polysaccharide chain elongation protein","ECs_4727"
"ecs:ECs_3998","tdc operon transcriptional activator","ECs_3998"
"ecs:ECs_3505","transposase, partial","ECs_3505"
"ecs:ECs_1907","pseudogene","ECs_1907"
"ecs:ECs_3034","membrane protein","ECs_3034"
"ecs:ECs_4618","inner membrane protein","ECs_4618"
"ecs:ECs_4763","ubiquinone/menaquinone biosynthesis methyltransferase","ECs_4763"
"ecs:ECs_3219","fimbrial-like adhesin protein","ECs_3219"
"ecs:ECs_3343","hydrogenase 4 Fe-S subunit","ECs_3343"
"ecs:ECs_3951","G/U mismatch-specific DNA glycosylase","ECs_3951"
"ecs:ECs_0679","LPS assembly OM complex LptDE lipoprotein component","ECs_0679"
"ecs:ECs_0638","oxidoreductase","ECs_0638"
"ecs:ECs_0875","ATP-dependent RNA helicase","ECs_0875"
"ecs:ECs_5110","antitoxin of GhoTS toxin-antitoxin system","ECs_5110"
"ecs:ECs_R0098","tRNA-Met","ECs_R0098"
"ecs:ECs_2604","trehalose-6-phosphate synthase","ECs_2604"
"ecs:ECs_1235","hypothetical protein","ECs_1235"
"ecs:ECs_3278","glutamyl-tRNA synthetase","ECs_3278"
"ecs:ECs_4022","outer membrane usher protein FimD","ECs_4022"
"ecs:ECs_0593","periplasmic pilus chaperone","ECs_0593"
"ecs:ECs_2269","hypothetical protein","ECs_2269"
"ecs:ECs_0879","dehydrogenase","ECs_0879"
"ecs:ECs_3481","ubiquinone-binding protein","ECs_3481"
"ecs:ECs_5075","5-phospho-alpha-D-ribosyl 1,2-cyclic phosphate phosphodiesterase","ECs_5075"
"ecs:ECs_5130","outer membrane lipoprotein Blc","ECs_5130"
"ecs:ECs_2311","arginine/ornithine antiporter transporter","ECs_2311"
"ecs:ECs_3525","transcriptional repressor","ECs_3525"
"ecs:ECs_0193","hypothetical protein","ECs_0193"
"ecs:ECs_1061","hypothetical protein","ECs_1061"
"ecs:ECs_4670","type 1 fimbrial protein","ECs_4670"
"ecs:ECs_5203","toxin of the ChpB-ChpS toxin-antitoxin system","ECs_5203"
"ecs:ECs_0054","diadenosine tetraphosphatase","ECs_0054"
"ecs:ECs_1922","aminobenzoyl-glutamate utilization protein A","ECs_1922"
"ecs:ECs_1233","phage tail fiber protein","ECs_1233"
"ecs:ECs_3434","leader peptidase","ECs_3434"
"ecs:ECs_4237","DNA catabolic pilus assembly protein","ECs_4237"
"ecs:ECs_2329","maltose and glucose-specific PTS enzyme IIB component and IIC component","ECs_2329"
"ecs:ECs_2006","BigA-like protein","ECs_2006"
"ecs:ECs_2543","inner membrane PqiA domain protein","ECs_2543"
"ecs:ECs_5762","periplasmic protein","ECs_5762"
"ecs:ECs_1092","endopeptidase","ECs_1092"
"ecs:ECs_4104","50S ribosomal subunit protein L13","ECs_4104"
"ecs:ECs_1139","O-antigen capsule outer membrane auxiliary protein export channel","ECs_1139"
"ecs:ECs_0279","pseudogene","ECs_0279"
"ecs:ECs_5105","anaerobic C4-dicarboxylate transporter DcuB","ECs_5105"
"ecs:ECs_4895","inner membrane protein","ECs_4895"
"ecs:ECs_1199","phage antirepressor protein","ECs_1199"
"ecs:ECs_3638","hypothetical protein","ECs_3638"
"ecs:ECs_0814","lipid A 3'-O-deacylase","ECs_0814"
"ecs:ECs_5007","lysine-sensitive aspartokinase 3","ECs_5007"
"ecs:ECs_2494","membrane-anchored diguanylate cyclase","ECs_2494"
"ecs:ECs_3048","lysine transporter","ECs_3048"
"ecs:ECs_0666","lipoate synthase","ECs_0666"
"ecs:ECs_2872","deoxycytidine triphosphate deaminase dCTP deaminase","ECs_2872"
"ecs:ECs_3839","membrane-bound lytic murein transglycosylase C","ECs_3839"
"ecs:ECs_1566","pseudogene","ECs_1566"
"ecs:ECs_5099","arginine decarboxylase","ECs_5099"
"ecs:ECs_1116","phage minor tail protein","ECs_1116"
"ecs:ECs_5172","3-keto-L-gulonate 6-phosphate decarboxylase","ECs_5172"
"ecs:ECs_4776","hypothetical protein","ECs_4776"
"ecs:ECs_1731","molybdenum-cofactor-assembly chaperone delta subunit of nitrate reductase 1","ECs_1731"
"ecs:pO157p63","hypothetical protein","pO157p63"
"ecs:ECs_4681","ATP synthase membrane-bound accessory factor","ECs_4681"
"ecs:ECs_0670","D-alanyl-D-alanine carboxypeptidase","ECs_0670"
"ecs:ECs_1873","putrescine importer","ECs_1873"
"ecs:ECs_1324","urease subunit alpha","ECs_1324"
"ecs:ECs_4849","ferredoxin-NADP reductase","ECs_4849"
"ecs:ECs_3612","CRISPR-associated protein Cas7/Cse4/CasC","ECs_3612"
"ecs:ECs_4376","hypothetical protein","ECs_4376"
"ecs:ECs_4784","hypothetical protein","ECs_4784"
"ecs:ECs_3381","hypothetical protein","ECs_3381"
"ecs:ECs_0161","inner membrane protein","ECs_0161"
"ecs:ECs_5049","acetate transporter","ECs_5049"
"ecs:ECs_2035","tellurite methyltransferase","ECs_2035"
"ecs:pO157p05","EtpF","pO157p05"
"ecs:ECs_2564","pyruvate kinase","ECs_2564"
"ecs:ECs_5094","two-component system sensor histidine kinase BasS","ECs_5094"
"ecs:ECs_0316","xanthine dehydrogenase","ECs_0316"
"ecs:ECs_4532","alpha-glucosidase","ECs_4532"
"ecs:ECs_4144","amino acid ABC transporter ATPase","ECs_4144"
"ecs:ECs_4419","transporter","ECs_4419"
"ecs:ECs_1715","glutamyl tRNA reductase","ECs_1715"
"ecs:ECs_3320","phosphate acetyltransferase","ECs_3320"
"ecs:ECs_2540","carboxy-terminal protease for penicillin-binding protein 3","ECs_2540"
"ecs:ECs_4287","d-gluconate inducible gluconate regulon transcriptional repressor","ECs_4287"
"ecs:ECs_1924","DNA endonuclease","ECs_1924"
"ecs:ECs_2306","multidrug efflux system transporter","ECs_2306"
"ecs:ECs_1113","phage minor tail protein","ECs_1113"
"ecs:ECs_0060","membrane-anchored DnaK co-chaperone","ECs_0060"
"ecs:ECs_3562","transcriptional regulator","ECs_3562"
"ecs:ECs_3763","peptide chain release factor RF-2","ECs_3763"
"ecs:ECs_3936","glutamate-ammonia-ligase adenylyltransferase","ECs_3936"
"ecs:ECs_2554","exodeoxyribonuclease X","ECs_2554"
"ecs:ECs_1726","two-component regulatory system response regulator NarL","ECs_1726"
"ecs:ECs_2114","pseudogene","ECs_2114"
"ecs:ECs_2047","ABC transporter permease","ECs_2047"
"ecs:ECs_0146","2-amino-4-hydroxy-6-hydroxymethyldihyropteridine pyrophosphokinase","ECs_0146"
"ecs:ECs_4367","universal stress global response regulator","ECs_4367"
"ecs:ECs_0091","phospho-N-acetylmuramoyl-pentapeptide-transferase","ECs_0091"
"ecs:ECs_0990","3-phosphoserine/phosphohydroxythreonine aminotransferase","ECs_0990"
"ecs:ECs_5758","hypothetical protein","ECs_5758"
"ecs:ECs_4317","TMEM86 family inner membrane protein","ECs_4317"
"ecs:ECs_3056","nucleoside permease","ECs_3056"
"ecs:ECs_3746","D-stereospecific phenylhydantoinase","ECs_3746"
"ecs:ECs_5191","2':3'-cyclic-nucleotide 2'-phosphodiesterase","ECs_5191"
"ecs:ECs_1433","rhodanese-related sulfurtransferase","ECs_1433"
"ecs:pO157p48","hypothetical protein","pO157p48"
"ecs:ECs_4816","thymol sensitivity protein","ECs_4816"
"ecs:ECs_2419","integration host factor DNA-binding protein alpha subunit","ECs_2419"
"ecs:ECs_0590","ribosome-associated protein","ECs_0590"
"ecs:ECs_4759","5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase","ECs_4759"
"ecs:ECs_4551","T3SS component EscG","ECs_4551"
"ecs:ECs_3760","uric acid permease","ECs_3760"
"ecs:ECs_4044","lipoprotein nlpI precursor","ECs_4044"
"ecs:ECs_3444","cysteine and O-acetylserine exporter","ECs_3444"
"ecs:ECs_0305","LysR family transcriptional regulator","ECs_0305"
"ecs:ECs_1976","phage DNA packaging protein","ECs_1976"
"ecs:ECs_0915","ribosomal protein S12 methylthiotransferase","ECs_0915"
"ecs:ECs_1608","isocitrate dehydrogenase","ECs_1608"
"ecs:ECs_3379","50S rRNA methyltransferase","ECs_3379"
"ecs:ECs_1414","curli production assembly/transport outer membrane lipoprotein","ECs_1414"
"ecs:ECs_4628","outer membrane protein","ECs_4628"
"ecs:ECs_0186","DNA polymerase III alpha subunit DnaE","ECs_0186"
"ecs:ECs_1653","hypothetical protein","ECs_1653"
"ecs:ECs_1266","PhoH family P-loop ATPase","ECs_1266"
"ecs:ECs_4035","hypothetical protein","ECs_4035"
"ecs:ECs_2734","phage head-tail joining protein","ECs_2734"
"ecs:ECs_1203","phage antiterminator Q","ECs_1203"
"ecs:ECp070","hypothetical protein","ECp070"
"ecs:ECs_1019","aliphatic sulfonate ABC transporter periplasmic binding protein","ECs_1019"
"ecs:ECs_2764","transcriptional regulator","ECs_2764"
"ecs:ECs_4407","periplasmic M16 family chaperone","ECs_4407"
"ecs:ECs_2385","murein L,D-transpeptidase","ECs_2385"
"ecs:ECs_1201","recombination endonuclease","ECs_1201"
"ecs:ECs_4000","hypothetical protein","ECs_4000"
"ecs:ECs_2549","hypothetical protein","ECs_2549"
"ecs:ECs_5116","transcriptional regulator","ECs_5116"
"ecs:ECs_5121","exclusion suppressor FxsA","ECs_5121"
"ecs:ECs_0084","DNA-binding transcriptional dual regulator FruR","ECs_0084"
"ecs:ECs_3248","two-component regulatory system response regulator EvgA","ECs_3248"
"ecs:ECs_1812","T3SS secreted effector NleA/EspI","ECs_1812"
"ecs:pO157p24","RepFIB","pO157p24"
"ecs:ECs_3464","3-deoxy-D-arabino-heptulosonate-7-phosphate synthase","ECs_3464"
"ecs:ECs_2644","phage tail tube protein","ECs_2644"
"ecs:ECs_5308","type I restriction-modification enzyme R subunit","ECs_5308"
"ecs:ECs_2444","N,N'-diacetylchitobiose-specific enzyme IIB component of PTS","ECs_2444"
"ecs:ECs_5084","ribophosphonate triphosphate synthase subunit","ECs_5084"
"ecs:ECs_1286","3-hydroxyacyl-[acyl-carrier-protein] dehydratase","ECs_1286"
"ecs:ECs_0442","hypothetical protein","ECs_0442"
"ecs:ECs_2052","methionine N-acyltransferase","ECs_2052"
"ecs:ECs_5106","two-component regulatory system response regulator DcuR","ECs_5106"
"ecs:ECs_0603","type IV secretion protein Rhs","ECs_0603"
"ecs:ECs_4068","UDP-N-acetylglucosamine 1-carboxyvinyltransferase","ECs_4068"
"ecs:ECs_4435","acetyltransferase","ECs_4435"
"ecs:ECs_2800","hypothetical protein","ECs_2800"
"ecs:ECs_0882","Fe(II)-dependent oxygenase superfamily protein","ECs_0882"
"ecs:ECs_4453","glucosaminidase","ECs_4453"
"ecs:ECs_2487","methionine sulfoxide reductase B","ECs_2487"
"ecs:ECs_0789","transcriptional repressor","ECs_0789"
"ecs:ECs_0580","NAD(P)-binding acyl-CoA synthetase","ECs_0580"
"ecs:ECs_3440","L-aspartate oxidase","ECs_3440"
"ecs:ECs_0457","tRNA-guanine transglycosylase","ECs_0457"
"ecs:ECs_3762","lysine tRNA synthetase","ECs_3762"
"ecs:ECs_5009","extracellular polysaccharide production threonine-rich protein","ECs_5009"
"ecs:ECs_3686","phosphotransferase system enzyme I PtsP","ECs_3686"
"ecs:ECs_4199","phage lysis protein","ECs_4199"
"ecs:ECs_2657","pseudogene","ECs_2657"
"ecs:ECs_4134","DNA adenine methyltransferase","ECs_4134"
"ecs:ECs_0261","acetyltransferase","ECs_0261"
"ecs:ECs_2792","hypothetical protein","ECs_2792"
"ecs:ECs_1606","bifunctional thiamine pyrimidine pyrophosphate hydrolase and thiamine pyrophosphate hydrolase","ECs_1606"
"ecs:ECs_4341","3-oxoacyl-(acyl-carrier-protein) synthase II","ECs_4341"
"ecs:ECs_0003","homoserine kinase","ECs_0003"
"ecs:ECs_2291","lipoprotein","ECs_2291"
"ecs:ECs_2115","pseudogene","ECs_2115"
"ecs:ECs_4091","glutamate synthase large subunit","ECs_4091"
"ecs:ECs_0342","pyridine nucleotide-dependent disulfide oxidoreductase of reactive chlorine stress species RCS resistance","ECs_0342"
"ecs:ECs_1699","ABC transporter ATP-binding protein","ECs_1699"
"ecs:ECs_3268","glucokinase","ECs_3268"
"ecs:ECs_1022","periplasmic pilin chaperone","ECs_1022"
"ecs:ECs_3965","mRNA interferase toxin of the HigB-HigA toxin-antitoxin system","ECs_3965"
"ecs:ECs_0620","small toxic membrane polypeptide HokE","ECs_0620"
"ecs:ECs_2412","hemin uptake protein","ECs_2412"
"ecs:ECs_3234","hypothetical protein","ECs_3234"
"ecs:ECs_4099","sialic acid-inducible nan operon repressor","ECs_4099"
"ecs:ECs_4899","UDP-N-acetylenolpyruvoylglucosamine reductase","ECs_4899"
"ecs:ECs_4451","D-xylose ABC transporter permease","ECs_4451"
"ecs:ECs_0319","ECP production pilus chaperone","ECs_0319"
"ecs:ECs_4159","50S ribosomal subunit protein L17","ECs_4159"
"ecs:ECs_0188","lysine decarboxylase 2","ECs_0188"
"ecs:ECs_3291","hypothetical protein","ECs_3291"
"ecs:ECs_4753","threonine efflux pump","ECs_4753"
"ecs:ECs_4021","periplasmic pilin chaperone","ECs_4021"
"ecs:ECs_2097","amino acid antiporter","ECs_2097"
"ecs:ECs_0884","colanic acid mucoidy stimulation protein","ECs_0884"
"ecs:ECs_2493","hypothetical protein","ECs_2493"
"ecs:ECs_0077","3-isopropylmalate dehydrogenase","ECs_0077"
"ecs:ECs_3283","DNA ligase","ECs_3283"
"ecs:ECs_0065","L-ribulose-5-phosphate 4-epimerase","ECs_0065"
"ecs:ECs_4502","lipopolysaccharide 1,2-glucosyltransferase WaaR","ECs_4502"
"ecs:ECs_1508","transcriptional regulator","ECs_1508"
"ecs:ECs_2869","toxin RelE","ECs_2869"
"ecs:ECs_1658","hypothetical protein","ECs_1658"
"ecs:ECs_2021","aldehyde dehydrogenase A","ECs_2021"
"ecs:ECs_3873","glutathionylspermidine synthetase/amidase","ECs_3873"
"ecs:ECs_5382","hypothetical protein","ECs_5382"
"ecs:ECs_4224","pseudogene","ECs_4224"
"ecs:ECs_0346","hypothetical protein","ECs_0346"
"ecs:ECs_1275","oxidoreductase","ECs_1275"
"ecs:ECs_0180","periplasmic chaperone","ECs_0180"
"ecs:ECs_0359","transcriptional repressor","ECs_0359"
"ecs:ECs_2700","HD superfamily phosphohydrolase","ECs_2700"
"ecs:ECs_1221","phage portal protein","ECs_1221"
"ecs:ECs_4565","T3SS structure protein SepQ","ECs_4565"
"ecs:ECs_1154","modulator of CbpA co-chaperone","ECs_1154"
"ecs:ECs_0105","DNA gyrase inhibitor","ECs_0105"
"ecs:ECs_3700","hexuronate isomerase","ECs_3700"
"ecs:ECs_3855","T3SS secreted effector EspL","ECs_3855"
"ecs:ECs_3250","pseudogene","ECs_3250"
"ecs:ECs_R0075","tRNA-Asn","ECs_R0075"
"ecs:ECs_2693","mannosyl-3-phosphoglycerate phosphatase","ECs_2693"
"ecs:ECs_1492","transcription-repair coupling factor","ECs_1492"
"ecs:ECs_3622","ferredoxin","ECs_3622"
"ecs:ECs_2123","autoinducer 2-binding protein","ECs_2123"
"ecs:ECs_5014","D-xylose transporter","ECs_5014"
"ecs:ECs_0699","tRNA-i(6)A37 methylthiotransferase","ECs_0699"
"ecs:ECs_2125","autoinducer-2 degrading protein LsrG","ECs_2125"
"ecs:ECs_3568","carbamoyl phosphate phosphatase and [NiFe] hydrogenase maturation protein","ECs_3568"
"ecs:ECs_4897","vitamin B12/cobalamin outer membrane transporter","ECs_4897"
"ecs:ECs_0782","3-deoxy-D-arabino-heptulosonate-7-phosphate synthase","ECs_0782"
"ecs:ECs_3021","D-alanyl-D-alanine endopeptidase","ECs_3021"
"ecs:ECs_3598","broad specificity 5'(3')-nucleotidase and polyphosphatase","ECs_3598"
"ecs:ECs_2067","H repeat-associated protein","ECs_2067"
"ecs:ECs_3245","D-serine dehydratase","ECs_3245"
"ecs:ECs_0505","ammonium transporter","ECs_0505"
"ecs:ECs_2341","electron transport inner membrane NADH-quinone reductase","ECs_2341"
"ecs:ECs_5717","toxic polypeptide","ECs_5717"
"ecs:ECs_1738","glucose-1-phosphate uridylyltransferase","ECs_1738"
"ecs:ECs_1768","phage replication protein","ECs_1768"
"ecs:ECs_3205","flagella assembly protein","ECs_3205"
"ecs:ECs_0079","leu operon leader peptide","ECs_0079"
"ecs:ECs_2855","glycosyl transferase","ECs_2855"
"ecs:ECs_1155","DNA-binding protein","ECs_1155"
"ecs:ECs_1867","antimicrobial peptide ABC transporter ATPase","ECs_1867"
"ecs:ECs_3217","fimbrial-like adhesin protein","ECs_3217"
"ecs:ECs_4511","50S ribosomal subunit protein L33","ECs_4511"
"ecs:ECs_0537","copper transporter","ECs_0537"
"ecs:ECs_4015","N-acetylgalactosamine-6-phosphate deacetylase","ECs_4015"
"ecs:ECs_3788","membrane ATPase/protein kinase","ECs_3788"
"ecs:ECs_0524","hypothetical protein","ECs_0524"
"ecs:ECs_3370","IMP dehydrogenase","ECs_3370"
"ecs:ECs_2182","PchABC family transcriptional regulator","ECs_2182"
"ecs:ECs_0388","propionate--CoA ligase","ECs_0388"
"ecs:ECs_3810","transketolase","ECs_3810"
"ecs:ECs_3682","prepilin peptidase-dependent protein","ECs_3682"
"ecs:ECs_3953","PadR family transcriptional regulator","ECs_3953"
"ecs:ECs_1048","hypothetical protein","ECs_1048"
"ecs:ECs_2080","formate dehydrogenase subunit gamma","ECs_2080"
"ecs:ECs_0517","transcriptional repressor","ECs_0517"
"ecs:ECs_4518","ribonuclease PH","ECs_4518"
"ecs:ECs_2904","transcriptional regulator","ECs_2904"
"ecs:ECs_0924","flavin mononucleotide phosphatase","ECs_0924"
"ecs:ECs_2408","short chain acyl-CoA synthetase","ECs_2408"
"ecs:ECs_5400","addiction module toxin RelE","ECs_5400"
"ecs:ECs_3038","dihydropyrimidine dehydrogenase","ECs_3038"
"ecs:ECs_4303","branched-chain amino acid ABC transporter permease","ECs_4303"
"ecs:ECs_4743","DNA-dependent ATPase I and helicase II","ECs_4743"
"ecs:ECs_4183","50S ribosomal subunit protein L23","ECs_4183"
"ecs:ECs_0729","type IV secretion protein Rhs","ECs_0729"
"ecs:ECs_3438","anti-sigma factor","ECs_3438"
"ecs:ECs_5012","O-antigen capsule production periplasmic protein","ECs_5012"
"ecs:ECs_2878","Hsp70 chaperone family protein","ECs_2878"
"ecs:ECs_0667","LysR family transcriptional regulator","ECs_0667"
"ecs:ECs_5066","metallo-beta-lactamase superfamily protein","ECs_5066"
"ecs:ECs_3282","inorganic ion transporter","ECs_3282"
"ecs:ECs_0094","N-acetylglucosaminyl transferase","ECs_0094"
"ecs:ECs_2088","D,D-dipeptide ABC transporter ATPase","ECs_2088"
"ecs:pO157p40","hypothetical protein","pO157p40"
"ecs:ECs_0280","phage tail fiber protein","ECs_0280"
"ecs:ECs_2011","CDP-diglyceride synthase","ECs_2011"
"ecs:ECs_3702","transporter protein","ECs_3702"
"ecs:ECs_3744","2,3-diaminopropionate ammonia lyase","ECs_3744"
"ecs:ECs_2528","mannose-specific enzyme IIC component of PTS","ECs_2528"
"ecs:ECs_3236","phage replication protein","ECs_3236"
"ecs:ECs_4850","fructose 1,6-bisphosphatase II","ECs_4850"
"ecs:ECs_0190","tRNA(Ile)-lysidine synthetase","ECs_0190"
"ecs:ECs_0207","membrane-bound lytic murein transglycosylase D","ECs_0207"
"ecs:ECs_0355","pseudogene","ECs_0355"
"ecs:ECs_4683","tRNA uridine 5-carboxymethylaminomethyl modification protein","ECs_4683"
"ecs:ECs_3078","spermidine nucleoid-associated protein","ECs_3078"
"ecs:ECs_5250","hypothetical protein","ECs_5250"
"ecs:ECs_2802","antirestriction protein","ECs_2802"
"ecs:ECs_5033","quinone oxidoreductase","ECs_5033"
"ecs:ECs_4280","DNA processing chain A","ECs_4280"
"ecs:ECs_2033","hypothetical protein","ECs_2033"
"ecs:ECs_4606","two-component regulatory system response regulator UhpA","ECs_4606"
"ecs:ECs_1503","exodeoxyribonuclease VIII","ECs_1503"
"ecs:ECs_4236","DNA catabolic fimbrial assembly protein","ECs_4236"
"ecs:ECs_1342","hypothetical protein","ECs_1342"
"ecs:ECs_2837","GDP-mannose mannosyl hydrolase","ECs_2837"
"ecs:ECs_5156","23S rRNA mG2251 2'-O-ribose methyltransferase","ECs_5156"
"ecs:ECs_1096","phage endolysin","ECs_1096"
"ecs:ECs_3900","radical SAM superfamily protein","ECs_3900"
"ecs:ECs_4710","hypothetical protein","ECs_4710"
"ecs:ECs_1775","hypothetical protein","ECs_1775"
"ecs:ECs_3187","D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase and dihydroneopterin aldolase","ECs_3187"
"ecs:ECs_0191","modulator of Rho-dependent transcription termination","ECs_0191"
"ecs:ECs_0066","L-arabinose isomerase","ECs_0066"
"ecs:ECs_5334","salt-inducible ABC transporter periplasmic binding protein","ECs_5334"
"ecs:ECs_0394","cyanate transporter","ECs_0394"
"ecs:ECs_4900","bifunctional protein BirA","ECs_4900"
"ecs:ECs_3667","inner membrane protein","ECs_3667"
"ecs:ECs_0693","glutamate/aspartate ABC transporter permease","ECs_0693"
"ecs:ECs_1407","hypothetical protein","ECs_1407"
"ecs:ECs_0098","cell division protein FtsA","ECs_0098"
"ecs:ECs_4371","23S rRNA m(6)A2030 methyltransferase","ECs_4371"
"ecs:ECs_2807","hypothetical protein","ECs_2807"
"ecs:ECs_3368","nalidixic acid resistance protein","ECs_3368"
"ecs:pO157p55","hypothetical protein","pO157p55"
"ecs:ECs_3269","ion channel protein","ECs_3269"
"ecs:ECs_4883","AraC family transcriptional activator","ECs_4883"
"ecs:ECs_0288","transposase","ECs_0288"
"ecs:ECs_3415","hypothetical protein","ECs_3415"
"ecs:ECs_0072","thiamine/thiamine pyrophosphate/thiamine monophosphate ABC transporter periplasmic binding protein","ECs_0072"
"ecs:ECs_4201","glutathione-regulated potassium-efflux system protein","ECs_4201"
"ecs:ECs_3966","23S rRNA m(2)G1835 methyltransferase","ECs_3966"
"ecs:ECs_3846","transposase","ECs_3846"
"ecs:ECs_4524","RNA polymerase omega subunit","ECs_4524"
"ecs:ECs_4711","DNA helicase and single-stranded DNA-dependent ATPase","ECs_4711"
"ecs:ECs_5063","multidrug resistance protein MdtO","ECs_5063"
